application_id,applicant_name,email,phone,state,zip_code,credit_score,num_credit_accounts,credit_history_months,delinquencies_2y,public_records,inquiries_6m,income,total_debt,monthly_debt_payment,total_credit_limit,total_credit_balance,employment_status,employment_length_months,occupation,loan_amount,loan_purpose,loan_term_months,avg_monthly_balance,num_bank_accounts,has_savings_account,monthly_income_deposits,num_nsf_fees,application_date,referral_source,probability_of_default,default,debt_to_income,credit_utilization,payment_to_income
6053,Sophia Richmond,chad87@example.net,468-717-9414x9195,CO,70868,678,7,148,0,0,1,20000.0,180861.86,2263.27,38602.03,39747.01,Employed,58,Electrical engineer,26324.18,business,48,6091.78,4,True,7039.1,0,2025-09-01 14:37:33.242428,affiliate,0.8,1,10.359302,1.029661134401481,1.357962
6054,Nicole Tate,clarkisaac@example.com,715.944.0082x915,VA,26351,751,6,27,0,0,0,75771.88,17447.41,390.28,40703.98,1511.21,Employed,10,Chartered legal executive (England and Wales),43339.6,business,12,12974.63,3,False,5640.79,0,2025-06-26 14:37:33.242429,affiliate,0.1275422921976335,0,0.8022370568078816,0.03712683624549737,0.06180868153198785
6055,Jesse Wright,quinnchristopher@example.org,485.555.1737,KS,36071,720,2,0,0,0,0,64180.29,55249.22,2000.17,59495.35,12130.14,Unemployed,28,"Development worker, international aid",46532.25,other,24,19293.4,1,True,8551.56,0,2025-07-12 14:37:33.242430,affiliate,0.2570977739390644,0,1.5858680289540605,0.20388383293820442,0.3739783662554345
6056,Traci Rodriguez,colleenhernandez@example.com,(927)872-1789,SC,89714,790,4,4,0,0,1,82300.5,24959.03,2802.65,53019.05,18249.88,Employed,4,Restaurant manager,44584.66,debt_consolidation,24,16649.22,0,False,2517.29,0,2025-11-24 14:37:33.242430,paid_search,0.12326363761652599,0,0.8449971749867863,0.3442136364193625,0.408646363023311
6057,Cheryl Beck,deborah54@example.net,001-977-296-4465x940,MI,30827,704,5,5,0,0,1,34803.72,55872.34,2533.7,70099.67,25355.93,Employed,36,Multimedia programmer,18956.65,home_improvement,24,1451.93,1,False,13220.29,0,2025-08-19 14:37:33.242431,paid_search,0.36670225678991264,1,2.1500285027002857,0.36171254443851164,0.8735962707434721
6058,Christina Perez,jessica44@example.com,+1-408-213-3176,KY,62085,761,5,13,0,1,0,42784.77,19976.85,1735.32,5530.22,35230.07,Employed,41,Consulting civil engineer,39076.48,debt_consolidation,36,12413.42,0,True,11250.52,0,2025-08-11 14:37:33.242432,direct,0.12028621853993468,1,1.3802418477416147,6.370464466151437,0.48671150972647514
6059,Annette Fernandez,scottmcintyre@example.net,6475203979,DE,77991,850,4,12,0,0,0,70435.71,108773.0,259.45,92511.25,2940.96,Employed,107,Marketing executive,21727.85,home_improvement,60,1883.75,3,True,12519.18,0,2025-08-21 14:37:33.242432,affiliate,0.08822712276537971,0,1.8527654509339082,0.0317902957748382,0.04420201059945302
6060,Tricia Bailey,kellyrobles@example.net,001-779-369-6756x0153,NY,09541,735,5,3,0,0,0,61463.92,49353.13,2863.41,59858.91,5947.71,Employed,62,Trade union research officer,46888.09,auto,12,3667.02,4,True,11568.27,1,2025-11-05 14:37:33.242433,organic,0.24270208121855139,0,1.565816498524663,0.09936215009595062,0.5590421177171908
6061,Omar Chandler,enielsen@example.com,255.944.7689,GU,53609,702,5,135,0,0,1,92853.57,7037.68,772.95,68735.43,19954.35,Employed,7,Secretary/administrator,18913.67,auto,24,16227.63,2,True,6312.07,0,2025-07-02 14:37:33.242434,organic,0.18005363072005925,1,0.2794868307163634,0.2903066147982198,0.09989276664322115
6062,John Erickson,andrew68@example.com,(806)746-1391,OK,67129,743,10,105,0,0,1,58556.0,34387.08,2407.56,38686.66,16679.75,Employed,25,Merchant navy officer,13979.49,other,60,17510.31,3,False,13658.7,0,2025-06-28 14:37:33.242434,direct,0.07788598342988465,0,0.8259882847189015,0.4311499105893349,0.49338616025684817
6063,Teresa Smith,kcarroll@example.net,+1-253-907-9535x266,VA,69936,678,3,86,0,1,0,120372.88,43244.98,1056.19,27441.78,7566.93,Self-Employed,120,Chiropractor,42311.32,auto,60,2660.76,0,True,11848.43,0,2025-09-30 14:37:33.242435,direct,0.1422593691848461,0,0.7107605965729158,0.2757448678620702,0.10529182320801829
6064,Karen Cruz,david06@example.org,001-335-506-9931x322,WA,61208,843,3,39,2,1,1,64175.02,45317.87,1495.99,70290.64,39507.69,Employed,8,Arboriculturist,18267.4,debt_consolidation,12,8908.84,4,True,2213.31,0,2025-11-20 14:37:33.242436,organic,0.16389450312166548,1,0.9908102872426063,0.5620618904593842,0.27973314227249174
6065,Jenny Soto,thomaslynch@example.net,(344)309-9043x98247,HI,31181,710,2,33,1,0,0,134865.23,8560.28,1360.31,88974.1,11942.82,Self-Employed,5,Sport and exercise psychologist,34477.48,home_improvement,60,3778.07,2,False,11962.59,0,2025-09-18 14:37:33.242437,direct,0.32201467651178395,1,0.3191167953370932,0.13422805063496004,0.12103727550829815
6066,Kevin Smith,jamesbennett@example.net,+1-424-885-9239x402,HI,82436,683,3,33,0,0,2,141508.62,17008.37,2471.2,23239.84,18199.81,Employed,13,Exercise physiologist,28310.01,debt_consolidation,48,9397.62,3,False,2600.5,0,2025-06-09 14:37:33.242437,organic,0.1491348442859867,0,0.32025172742126945,0.7831297461600425,0.20955896538316887
6067,Kimberly Garcia,loganle@example.org,+1-884-772-8116x817,SD,45094,649,0,18,1,0,0,143746.02,29895.67,1050.71,96033.99,32788.91,Employed,72,Careers information officer,13715.41,debt_consolidation,48,13425.31,2,True,11239.41,0,2025-10-04 14:37:33.242438,organic,0.43985883467233067,1,0.30338982602787895,0.3414302581825456,0.08771387200842153
6068,Deborah Townsend,stephensapril@example.com,873.478.1483x25657,AR,87115,765,6,56,0,0,0,41423.15,18073.8,668.81,22938.22,31618.15,Employed,15,Medical physicist,36322.49,auto,36,8943.25,0,True,3959.45,1,2025-08-20 14:37:33.242439,paid_search,0.09680644369555516,0,1.313185742754957,1.3784046887683525,0.19374963033955647
6069,Julie Wallace,greenegregory@example.org,245.844.6595x47755,DC,78977,752,4,3,0,0,2,110085.58,169906.74,208.15,52128.68,1162.55,Employed,48,Chief Marketing Officer,31664.92,debt_consolidation,12,10152.01,3,False,5146.29,0,2025-10-12 14:37:33.242440,organic,0.15553588140775676,0,1.8310450832888374,0.022301543027753626,0.022689620202754984
6070,Joe Gordon,staceybender@example.com,(261)440-4485,MP,62256,670,9,64,2,0,1,59238.58,19375.65,365.82,32608.56,33686.79,Unemployed,19,Counsellor,24136.8,business,48,19988.58,5,True,2270.58,0,2025-08-10 14:37:33.242440,organic,0.39930020956178675,0,0.7345289167971277,1.0330658575539675,0.07410440966005599
6071,Wayne Barnes,leslierocha@example.net,001-315-945-0308x9233,IL,74526,734,6,43,0,0,3,59371.94,8790.14,1866.34,64847.45,49858.21,Employed,36,Advertising copywriter,27881.57,other,48,14374.58,3,True,9747.27,0,2025-07-17 14:37:33.242441,paid_search,0.18158938537443337,0,0.6176606322784803,0.7688538254009988,0.37721657739329384
6072,Maria Weaver,diaztimothy@example.org,505-310-8603,NY,72515,609,6,101,0,1,1,90253.58,19650.29,2805.18,15598.72,4212.02,Employed,9,Armed forces logistics/support/administrative officer,6974.5,debt_consolidation,24,17926.96,3,True,5364.34,0,2025-08-25 14:37:33.242442,affiliate,0.48755729436327233,0,0.29499982161372434,0.27002343782053917,0.37297312749256034
6073,Matthew Thompson,susanprice@example.org,001-657-648-2801x055,KY,44583,711,5,216,2,0,1,50171.18,4796.56,1211.72,5113.42,33554.57,Employed,25,"Administrator, local government",25811.59,debt_consolidation,48,4701.85,3,True,10976.33,0,2025-07-06 14:37:33.242442,paid_search,0.3017199389438168,0,0.6100743494571984,6.562060225837111,0.2898205702955362
6074,Wanda Short,katelyn19@example.org,+1-247-217-1474x2656,FM,49375,727,5,125,1,0,1,26032.81,24250.24,1244.48,78653.44,31603.72,Employed,3,"Scientist, marine",12306.35,home_improvement,36,1154.04,4,True,7467.51,0,2025-06-15 14:37:33.242443,organic,0.5132441629595914,1,1.4042506360243094,0.4018097619125114,0.5736514805739372
6075,James Richardson,logananderson@example.net,6913937256,PW,24480,802,4,76,0,0,0,60623.36,8730.91,1231.65,83623.3,8192.89,Employed,34,Patent examiner,5002.19,debt_consolidation,12,17135.81,1,True,14725.27,0,2025-11-25 14:37:33.242444,paid_search,0.03562314582745167,0,0.22653148885182212,0.09797377046827857,0.24379711055276385
6076,Jennifer Cruz,kelly72@example.net,869.276.0254,MO,16672,653,4,34,1,0,0,154225.24,9603.81,2250.99,53132.33,41940.49,Employed,21,Architectural technologist,13103.31,business,60,6494.28,2,True,7944.32,1,2025-09-04 14:37:33.242444,organic,0.3121119201852387,1,0.14723348785192358,0.7893591340714777,0.17514565060816245
6077,Sergio Andrews,nicoleporter@example.org,510-912-7777x296,CA,90538,623,7,14,0,1,0,50294.44,43251.97,2604.55,50500.96,22115.78,Employed,7,Bonds trader,30158.72,business,48,7967.87,1,True,4503.04,0,2025-07-19 14:37:33.242445,affiliate,0.6279221630360929,1,1.459618399170962,0.4379279126575019,0.6214325082454443
6078,Franklin Harris,camachomichael@example.net,001-316-629-9697x24735,AR,89074,646,7,65,0,0,4,57629.17,3589.38,843.81,11271.24,17956.9,Employed,28,Seismic interpreter,28473.97,business,36,6418.11,1,True,10777.43,0,2025-11-02 14:37:33.242446,paid_search,0.27236914018019437,0,0.5563736212060664,1.5931610009191537,0.17570476895641565
6079,Leslie Vance,brianbaker@example.org,001-907-872-6711x84605,MA,14036,619,1,13,0,0,0,72939.82,15951.8,1164.5,85030.44,48141.62,Employed,12,Trade mark attorney,11552.22,home_improvement,12,2061.13,4,True,7310.33,0,2025-10-15 14:37:33.242447,organic,0.3931085971190128,0,0.3770782543746337,0.5661692448022144,0.19158259507632455
6080,Gabriel Guzman,hartchad@example.org,+1-835-774-9016x26888,MS,49136,780,2,1,0,0,1,49854.2,76986.26,877.79,80706.51,22322.91,Employed,11,Land/geomatics surveyor,5286.74,business,36,6315.54,2,True,3617.23,0,2025-06-27 14:37:33.242447,organic,0.16156702336710718,0,1.6502721937168785,0.27659367255503925,0.21128570912781672
6081,Lori Smith,hernandeztimothy@example.net,001-396-691-2394x30172,WI,18652,792,10,51,1,0,0,54190.13,7496.7,2248.07,83644.16,19633.82,Employed,8,English as a foreign language teacher,22562.45,debt_consolidation,24,3953.7,2,True,9653.43,0,2025-09-27 14:37:33.242448,organic,0.15471696081241826,0,0.5546978757939869,0.2347303147045771,0.49781832964785294
6082,Edward Taylor,bbarrett@example.net,386-760-8370x4304,NJ,40813,719,7,30,0,0,2,63788.14,21030.89,1051.94,27325.64,1128.07,Employed,60,"Engineer, technical sales",12796.99,business,36,15602.52,1,True,6305.46,1,2025-10-02 14:37:33.242449,direct,0.1649328665614646,0,0.5303161371377186,0.041282473164397974,0.197893840453727
6083,Alison Adams,bpalmer@example.org,868-304-8629,MN,17004,773,5,125,0,0,2,48690.17,151438.54,1186.71,57714.45,39064.43,Self-Employed,71,Armed forces operational officer,31782.7,home_improvement,36,9919.76,5,True,9904.62,1,2025-09-10 14:37:33.242449,paid_search,0.22399433690878523,0,3.7630026758994686,0.676857008946633,0.29247217662209846
6084,Phillip Jenkins,henrycandice@example.com,001-610-676-6330x16119,MA,77566,708,5,62,1,0,1,115268.72,74494.38,2931.77,83514.0,49497.83,Employed,36,"Programmer, systems",27143.08,debt_consolidation,24,4739.16,3,False,10750.9,0,2025-11-27 14:37:33.242450,organic,0.240899863131334,0,0.8817436334853029,0.5926890102258304,0.3052106417074814
6085,Yolanda Brown,gilbertjason@example.com,(214)356-1722x19681,IL,19474,694,8,62,1,1,0,172610.88,14572.63,1841.4,32839.55,33075.5,Employed,35,Teaching laboratory technician,33687.16,debt_consolidation,12,17980.51,5,False,9289.33,0,2025-08-30 14:37:33.242451,affiliate,0.20605017099985104,1,0.27958718477073985,1.0071849340201067,0.12801510542093292
6086,Malik Washington,christopher76@example.net,+1-989-536-6847,TN,93703,680,7,93,0,0,0,75374.27,9726.28,1521.63,87458.84,18768.17,Unemployed,17,Energy engineer,15444.13,auto,12,17840.62,2,True,5821.1,0,2025-12-02 14:37:33.242452,paid_search,0.11290849689728248,0,0.3339390218969948,0.21459431659509776,0.24225189842634628
6087,Kristen Larson,alyssa41@example.net,001-360-401-2228,IN,36528,681,4,24,0,1,1,46894.05,41087.25,918.34,65335.94,983.54,Employed,89,"Programmer, applications",38792.53,auto,24,2945.21,1,False,9095.8,0,2025-09-13 14:37:33.242452,organic,0.2712082358019395,1,1.7034097076281531,0.015053583066226643,0.23499953618849298
6088,Michael Scott,nsimpson@example.org,+1-398-403-7571x603,MN,19983,607,7,190,0,0,0,77230.42,15537.83,1221.64,46009.95,25164.78,Employed,104,Youth worker,6107.53,home_improvement,12,10522.3,2,False,11127.93,0,2025-09-24 14:37:33.242453,organic,0.3394824759376003,0,0.28026987293348915,0.5469421288221352,0.1898174320429696
6089,Luke Duncan,lisa19@example.org,663.681.3984,CA,88334,715,5,15,0,0,0,33846.24,122120.2,727.64,42416.17,31536.94,Employed,41,"Education officer, museum",24891.13,debt_consolidation,48,8104.24,1,True,13136.83,0,2025-06-20 14:37:33.242454,affiliate,0.5185219759013322,1,4.34350551198597,0.7435122030112573,0.25798079786706
6090,Bernard Hicks,hickstina@example.net,001-413-982-4883,PR,20396,697,4,123,0,1,1,29996.8,39921.5,765.96,80555.04,19213.41,Employed,14,"Buyer, industrial",24248.66,other,36,4018.29,0,False,2170.47,0,2025-10-17 14:37:33.242454,organic,0.28021970920045974,1,2.139233518241946,0.23851282303379157,0.30641668444634096
6091,Rebecca Boone,ybell@example.net,229-258-6614,WY,04398,744,5,145,0,0,1,57414.53,3847.02,2713.25,93425.06,48721.32,Employed,43,"Exhibitions officer, museum/gallery",46912.1,debt_consolidation,48,5158.69,0,True,9788.97,0,2025-08-02 14:37:33.242455,affiliate,0.08985122707648431,0,0.8840814337415981,0.521501618516488,0.5670864152332171
6092,Joel Roberts,christopher94@example.org,+1-267-796-1588x3243,TX,48652,705,4,2,0,0,1,112478.46,5271.62,2777.44,7285.36,4685.95,Employed,24,"Scientist, research (physical sciences)",32669.18,home_improvement,36,15696.6,1,True,9019.56,0,2025-09-22 14:37:33.242456,direct,0.1304562414210466,0,0.33731614035256174,0.6432008850626462,0.2963170014952196
6093,Tony Cooper,sharon84@example.net,747-527-6302,OK,01917,690,5,59,0,0,0,121088.23,7378.45,2717.46,12727.81,26211.48,Employed,7,Radiation protection practitioner,44385.01,auto,48,7223.35,3,True,10174.54,0,2025-09-22 14:37:33.242456,paid_search,0.17049633199188372,1,0.42748547897677586,2.059386493041615,0.2693037960832362
6094,Kevin Stokes,cynthia93@example.net,699.265.4799x4262,WY,22208,647,6,83,0,0,3,72903.04,9667.91,1333.61,93382.47,16090.26,Employed,7,"Engineer, drilling",34099.07,home_improvement,12,14072.11,2,False,13407.33,0,2025-06-27 14:37:33.242457,organic,0.35788662292098905,1,0.6003450610564388,0.17230493046500056,0.21951512584386057
6095,James Frank,brian10@example.com,7167879674,MP,73359,704,4,184,0,0,1,85057.56,20519.89,1833.96,91323.83,23391.42,Self-Employed,8,Advertising account executive,23296.0,debt_consolidation,36,11378.34,3,True,13674.08,2,2025-06-25 14:37:33.242458,direct,0.18007445102036657,0,0.5151322234025993,0.25613708930078816,0.258736789534052
6096,Deborah Stewart,michelle87@example.net,(495)571-1527,FL,81275,744,6,17,0,0,4,67275.46,36458.92,1880.21,90959.91,2287.32,Unemployed,41,Mudlogger,46040.16,home_improvement,24,12189.34,3,True,2894.18,2,2025-08-31 14:37:33.242459,paid_search,0.1081330830346019,0,1.2262878618741513,0.025146462875787808,0.3353751873268499
6097,Carol Bowman,vmartin@example.com,001-972-842-9420x40853,IA,60257,631,9,49,0,1,1,56987.09,6345.17,1614.35,98536.48,48123.18,Employed,37,Farm manager,46809.83,debt_consolidation,36,7670.07,1,True,6521.37,0,2025-08-21 14:37:33.242459,paid_search,0.4417039771716023,0,0.932755120501854,0.48837932915809457,0.33994015135708805
6098,Sheri Murphy,brandon25@example.net,435-587-8254,MS,08652,705,4,88,0,0,2,32814.7,5528.26,1107.43,85872.82,21102.25,Employed,10,Barrister's clerk,48931.28,debt_consolidation,24,8425.65,2,False,14605.9,0,2025-11-02 14:37:33.242460,direct,0.269673666076576,1,1.6596080415179784,0.2457384071001744,0.40497581876415145
6099,Russell Downs,patriciacain@example.net,827-762-8265x0953,VI,44547,713,6,9,0,0,1,108652.43,7332.24,1156.52,12639.65,2886.2,Self-Employed,51,Purchasing manager,20847.63,auto,36,5251.83,3,True,14543.35,0,2025-08-22 14:37:33.242461,paid_search,0.1112632925993055,0,0.2593579361271534,0.2283449304371561,0.1277305993064306
6100,Charles Ellis,olivialopez@example.com,6153317901,NC,97886,656,2,115,0,0,1,48460.46,13788.5,2906.18,52089.84,49318.21,Employed,112,Chartered public finance accountant,9070.47,home_improvement,60,12128.75,3,False,11432.22,0,2025-07-14 14:37:33.242461,affiliate,0.26461646642281417,1,0.4717035290213919,0.9467913512500711,0.71964153868948
6101,Dylan Guzman,nathanbeard@example.net,388-238-1095x6231,VT,68050,664,8,31,0,0,2,90457.62,40538.76,2513.51,57099.0,49180.96,Employed,0,"Nurse, mental health",10015.4,auto,12,873.62,3,True,8422.76,0,2025-06-24 14:37:33.242462,direct,0.4060813152626567,0,0.5588712150507609,0.8613278691395646,0.33343923928133423
6102,Ryan White,sarah03@example.net,945.921.5765x3076,AL,01245,713,2,61,1,0,0,58849.37,7423.96,1828.06,86460.11,26620.52,Employed,6,TEFL teacher,24320.61,debt_consolidation,60,18131.85,3,True,9847.57,1,2025-08-17 14:37:33.242463,paid_search,0.28094437682876405,0,0.5394207278684546,0.3078936633321424,0.37276049004432843
6103,Dawn Meyer,chavezlogan@example.org,+1-855-493-3292,MT,52242,631,3,2,2,0,1,37129.98,35944.78,455.06,75711.96,34724.98,Employed,45,"Embryologist, clinical",11211.05,debt_consolidation,60,3833.25,4,False,12936.13,0,2025-09-28 14:37:33.242464,paid_search,0.8,0,1.2700203447456744,0.4586458995381971,0.1470703727823177
6104,April Wiley,john67@example.com,999.736.5513x7976,VA,62677,720,4,15,0,1,1,39594.73,12603.73,1439.83,94734.09,1808.9,Unemployed,42,Chief Operating Officer,46586.17,other,24,17746.12,1,True,13685.69,0,2025-09-04 14:37:33.242464,affiliate,0.2108974798206924,0,1.4948933860642564,0.019094499139644453,0.4363701937101225
6105,Cheryl Wade,johnbrooks@example.net,2244185192,OR,23247,646,5,39,2,0,0,44852.71,9077.02,1394.07,9718.07,10499.15,Employed,9,Data scientist,16619.55,auto,60,17904.05,6,True,11561.7,0,2025-07-14 14:37:33.242465,direct,0.7555494420314328,1,0.5729100872611711,1.0803739837231054,0.3729727813547944
6106,John Estrada,kmeyer@example.org,(600)753-2657x45916,WV,81025,763,7,20,2,0,0,63288.94,15041.95,1603.06,8832.42,6178.56,Unemployed,55,"Designer, television/film set",37683.6,auto,48,10126.05,1,False,2120.25,0,2025-06-09 14:37:33.242466,paid_search,0.16753615943867875,1,0.8330926383029957,0.6995319516055623,0.3039507376802329
6107,Cynthia Larson,fflores@example.com,001-649-416-2343x2177,DE,67781,840,4,189,0,0,2,108108.29,16966.19,1188.06,93617.19,31279.0,Employed,4,"Pilot, airline",28658.75,home_improvement,60,14999.85,0,False,7971.14,0,2025-09-07 14:37:33.242466,organic,0.055619447998049194,0,0.4220299849345504,0.33411598874095666,0.13187443812125788
6108,Roy Paul,amymorales@example.org,001-596-655-5687x48680,MI,96842,648,11,95,0,1,2,85350.53,106466.3,2502.81,83361.53,44277.53,Employed,30,"Scientist, research (life sciences)",46115.13,debt_consolidation,48,4784.29,1,False,13689.86,0,2025-06-14 14:37:33.242467,paid_search,0.5705378515804684,1,1.7877033686844124,0.5311506398694937,0.3518867428239755
6109,Gregory Joyce,nfischer@example.com,001-850-584-5733x6776,NV,45997,732,2,120,0,0,0,40264.9,32614.35,1629.01,87888.42,13841.7,Employed,30,"Solicitor, Scotland",30537.8,debt_consolidation,24,10514.61,2,True,5609.95,0,2025-07-22 14:37:33.242468,paid_search,0.24026965942690257,0,1.5684169090200148,0.15749173781938508,0.48548785666920813
6110,Chase Choi,lynchbeth@example.org,494.895.2079,MO,25970,656,6,37,0,0,0,31037.94,6896.93,2744.52,92732.14,38236.57,Employed,46,Electronics engineer,49330.61,debt_consolidation,48,5318.89,2,True,7673.42,0,2025-07-07 14:37:33.242469,affiliate,0.6390449008541395,1,1.8115744794918736,0.4123335231991842,1.0610961938840013
6111,Suzanne Williams,uclark@example.org,2153723398,HI,97413,762,3,38,0,0,0,83808.13,112957.63,2841.61,74330.7,3179.8,Employed,69,Best boy,8662.97,other,48,6027.48,0,True,11655.02,0,2025-11-24 14:37:33.242469,direct,0.10199968142467883,0,1.4511790204601869,0.0427790939679029,0.40687365294989875
6112,Michael Cortez,christinaramsey@example.com,340.811.5120,NY,50821,624,3,98,0,0,0,157676.32,84947.51,1411.49,68922.44,21551.16,Self-Employed,70,Chartered public finance accountant,34947.01,other,48,2041.44,3,True,7981.35,1,2025-08-27 14:37:33.242470,organic,0.36695059335728075,0,0.760383803985278,0.31268713063553755,0.10742183734374318
6113,Jennifer Vargas,ahill@example.org,261-934-4771x5064,AK,71556,728,5,29,0,0,0,96707.47,7392.33,901.05,23924.21,5087.62,Employed,45,Telecommunications researcher,32667.81,home_improvement,12,7370.5,4,True,7861.73,0,2025-10-10 14:37:33.242471,paid_search,0.15243106659249742,0,0.4142403890826634,0.2126557156955235,0.11180728851659544
6114,Linda Newman,ojones@example.net,215-345-4795x251,ME,85809,647,5,39,0,0,5,165558.74,7104.05,2418.6,49437.73,22698.43,Employed,68,Associate Professor,35435.95,business,36,5455.45,1,False,12526.01,0,2025-08-25 14:37:33.242471,organic,0.2641897108685152,0,0.25694807776381967,0.45913171984231477,0.17530454749776422
6115,Walter Howard,kevin02@example.net,210.312.2524x136,SD,44418,687,7,45,1,0,1,46654.78,11636.67,2662.84,93902.19,38926.6,Employed,60,Magazine journalist,19274.44,other,12,5309.65,0,True,4691.32,1,2025-10-27 14:37:33.242472,organic,0.29178479883753417,0,0.6625496894423252,0.4145441123364641,0.6849047407361047
6116,Justin Saunders,durhamcheryl@example.com,+1-245-769-2764x00634,PA,38922,638,6,56,0,0,4,59800.99,6130.94,634.73,36577.37,12203.18,Employed,83,Environmental education officer,8983.82,debt_consolidation,48,17602.32,4,False,8262.51,0,2025-07-19 14:37:33.242473,organic,0.26571476620544443,0,0.2527509996071971,0.33362650185073445,0.1273684599535894
6117,Jeffrey Weaver,andrew58@example.com,5957761065,GA,95205,749,4,62,0,0,0,116392.9,46071.79,1702.6,40985.86,29148.0,Unemployed,5,"Production assistant, radio",14641.94,auto,48,18132.87,1,True,14232.07,0,2025-10-18 14:37:33.242473,organic,0.1202951924355162,0,0.5216274360377653,0.7111720969134233,0.17553648031795752
6118,Wanda Reynolds,chad49@example.org,5792609367,MA,86082,649,3,68,1,0,1,26420.85,45089.05,238.7,18710.24,5900.22,Employed,3,"Restaurant manager, fast food",43753.61,other,48,10923.5,2,True,4481.6,1,2025-10-19 14:37:33.242474,paid_search,0.8,1,3.3625965856511053,0.31534710404569904,0.10841437728157874
6119,Kathryn Castillo,amandahood@example.net,433.564.2495,NE,95063,733,7,35,1,0,0,72480.58,28488.28,921.45,58740.91,16891.33,Employed,47,"Engineer, maintenance",42297.26,other,48,11158.77,3,True,4951.54,0,2025-10-04 14:37:33.242475,organic,0.2518461479901146,0,0.976613873674852,0.2875564917193145,0.15255672622928793
6120,Alicia Wilson,ijohnson@example.org,+1-535-780-6049,IN,74101,679,3,20,0,0,2,70105.21,16019.9,2589.25,24032.15,36179.61,Employed,21,"Engineer, energy",15062.21,auto,24,10031.74,2,True,5703.42,1,2025-07-30 14:37:33.242476,paid_search,0.1529811596150825,0,0.4433637671151687,1.5054670514290232,0.44320529101902695
6121,Jason Day,theresaorr@example.org,(534)347-7840,NE,76871,693,3,151,0,0,0,120423.66,28916.51,1881.62,72251.79,38304.32,Self-Employed,64,Fitness centre manager,6280.88,business,24,9601.9,1,True,10523.48,0,2025-07-21 14:37:33.242476,paid_search,0.13034609947049608,0,0.2922796898881831,0.5301504640923084,0.18750003114006
6122,Brian Christensen,gmejia@example.net,655.229.3692x1898,MT,35606,708,4,105,0,0,3,36888.39,15648.62,1501.33,90012.7,48148.02,Employed,27,Government social research officer,34858.89,business,48,7172.37,3,False,12240.13,0,2025-07-24 14:37:33.242477,paid_search,0.2033385958210729,1,1.3691980051175994,0.5349025193111638,0.4883910628791335
6123,Stephen Martinez,nlopez@example.org,604-634-5075x59024,RI,74115,654,5,0,0,1,1,53510.29,14518.29,1301.28,95974.36,13145.32,Self-Employed,155,Contracting civil engineer,14885.18,business,12,6656.8,3,True,12633.12,0,2025-06-26 14:37:33.242478,organic,0.30009766812737004,0,0.5494918827761913,0.13696699826912104,0.2918197602741454
6124,Thomas Turner,belljon@example.org,645.571.6850,LA,97178,712,5,43,0,0,1,42598.51,18623.88,381.4,60440.22,38129.2,Employed,3,Fisheries officer,27189.04,other,60,9588.37,1,True,8931.47,0,2025-09-12 14:37:33.242478,organic,0.32468597515077835,1,1.0754582730710534,0.6308580610725771,0.10744037760945158
6125,Bonnie Larson,ysmith@example.com,001-694-609-6793,DC,07399,791,8,19,0,0,0,56728.15,26273.72,1650.82,24083.51,43569.43,Employed,32,"Sound technician, broadcasting/film/video",24756.95,auto,48,13762.69,2,True,7837.8,0,2025-09-16 14:37:33.242479,paid_search,0.10551697315326906,0,0.8995652070444743,1.8090980093848448,0.34920652268758984
6126,John Ortega,matthewwolfe@example.com,001-557-835-8848x7507,PW,83508,653,10,61,0,0,1,32414.56,34373.12,2777.96,80159.44,20397.83,Employed,24,Social worker,34896.03,home_improvement,24,9858.97,2,True,3889.04,0,2025-10-02 14:37:33.242480,organic,0.5871631138765193,1,2.1369764081326412,0.25446572481045276,1.0284119235306604
6127,Kristin Hickman,catherine17@example.org,525-794-5489x4650,AS,70775,770,6,41,0,0,0,78016.62,7668.06,2005.87,12077.52,28095.27,Employed,7,Chief Operating Officer,20828.8,debt_consolidation,24,5881.44,1,True,11703.11,0,2025-08-16 14:37:33.242481,affiliate,0.09339026108378728,0,0.3652665291062341,2.3262449575740716,0.30852964406814853
6128,Jacqueline Turner,enoble@example.org,(969)661-7173x3676,MH,86211,789,7,1,0,0,3,65135.26,18549.7,1222.81,71918.43,23722.19,Employed,64,Retail buyer,24668.68,debt_consolidation,60,13351.9,4,True,14904.83,0,2025-09-03 14:37:33.242481,paid_search,0.0824120312407389,0,0.6635174251242723,0.32984855203318536,0.22528074655724104
6129,Charles Strickland,mark31@example.com,542.925.4335x7745,UT,47294,651,5,78,0,0,1,52194.28,22717.06,2206.91,65307.18,32379.72,Employed,45,Hospital doctor,42318.09,auto,12,13922.45,5,True,13856.77,0,2025-08-21 14:37:33.242482,organic,0.4469437147321355,1,1.246020636744103,0.495806433534567,0.5073912313763117
6130,Thomas Carr,zfleming@example.org,(586)748-9219x09141,AR,76010,612,5,19,1,0,0,68929.15,20759.66,1882.55,33432.65,24700.8,Employed,12,"Pharmacist, community",19128.12,auto,12,17103.51,2,True,3827.04,0,2025-07-10 14:37:33.242483,paid_search,0.750126806115305,1,0.578677961355972,0.7388226778314013,0.32773652366234024
6131,John Stewart,robertwilliams@example.net,001-783-865-7990x9160,MS,05864,718,2,18,0,0,0,74607.16,3340.33,1287.89,84932.39,27302.39,Employed,6,Financial adviser,13409.14,home_improvement,12,12980.22,0,True,3376.3,0,2025-10-20 14:37:33.242483,organic,0.16150771145040857,0,0.22450217914741696,0.32146028152510486,0.20714741051663138
