application_id,applicant_name,email,phone,state,zip_code,credit_score,num_credit_accounts,credit_history_months,delinquencies_2y,public_records,inquiries_6m,income,total_debt,monthly_debt_payment,total_credit_limit,total_credit_balance,employment_status,employment_length_months,occupation,loan_amount,loan_purpose,loan_term_months,avg_monthly_balance,num_bank_accounts,has_savings_account,monthly_income_deposits,num_nsf_fees,application_date,referral_source,probability_of_default_x,default,debt_to_income,credit_utilization,payment_to_income,interest_rate,monthly_payment,probability_of_default_y,expected_loss,expected_return,risk_segment
841,Casey Perez,davidharvey@example.org,281-829-1686,ME,24843,697,5,97,0,2,0,43897.56,28763.56,1325.06,19630.84,20407.99,Employed,2,Social worker,27894.52,business,24,2186.34,3,False,14240.13,1,2025-08-25 14:37:33.238444,paid_search,0.3537968716475116,0,1.290688594081311,1.0395882193528143,0.362223321751824,0.14298591575477088,1343.2344611834721,0.08246478938692721,920.1262867397714,0.08999999999999998,Medium-Low Risk
842,Alexandra Dominguez,danielle24@example.net,(653)961-3818,AL,9796,740,3,40,1,0,0,121981.28,21792.61,377.05,84219.24,12639.99,Employed,5,Translator,20217.89,debt_consolidation,36,4874.21,2,True,2428.73,0,2025-08-11 14:37:33.238445,organic,0.1505823120217547,0,0.3444012064802074,0.1500843512717521,0.0370925768281821,0.11806640723888125,669.6576264331306,0.02016601809720311,163.08573425090472,0.09,Medium-Low Risk
843,Virginia Henderson,catherinemartin@example.net,267.977.1109x09332,MO,51397,632,3,4,0,0,1,93048.68,59164.53,1562.8,16917.67,26587.04,Self-Employed,97,Land/geomatics surveyor,22941.08,debt_consolidation,12,6329.18,1,True,5516.92,0,2025-07-25 14:37:33.238446,organic,0.4051418530058779,0,0.882394140357499,1.5715544752912194,0.2015461154311915,0.20023661249143995,2125.395409208968,0.15059153122859992,1381.8929460951238,0.11999999999999998,Medium-High Risk
847,Brandi Haney,donnadouglas@example.com,001-858-793-6574x858,PW,54682,717,2,27,0,0,0,60965.33,12290.87,2463.77,41971.57,43804.47,Employed,18,Photographer,21130.8,auto,48,2014.09,1,True,5459.43,0,2025-09-04 14:37:33.238449,affiliate,0.1699849820356001,0,0.5482078092581472,1.0436700366462346,0.4849516930360255,0.12857849371109775,565.3967461894999,0.046446234277744414,392.57843491046464,0.08999999999999998,Medium-Low Risk
848,Joseph Smith,nellis@example.org,+1-573-925-7443,LA,41109,847,8,12,0,0,2,45643.46,65066.81,2325.09,54377.71,4071.24,Unemployed,86,Cytogeneticist,21683.14,home_improvement,36,5926.77,1,True,11682.82,0,2025-10-27 14:37:33.238450,organic,0.0918362935999049,0,1.9005997792454823,0.0748696478759403,0.6112831936930285,0.10880119955849096,708.6478503559232,0.014502998896227411,125.78822219469778,0.08299999999999999,Low Risk
850,Brittany Jenkins,kevin66@example.com,001-986-421-1375x9648,MI,86331,668,1,31,0,0,0,109414.8,22697.73,2740.07,76440.51,20933.97,Employed,30,Geochemist,22642.53,other,48,9045.35,2,False,14077.79,0,2025-07-02 14:37:33.238451,paid_search,0.244164989688038,0,0.4143887298610425,0.2738596328046477,0.3005154695708442,0.15526043935555336,636.2127727737947,0.1131510983888834,1024.8108559212976,0.09,Medium-High Risk
851,Shannon Miller,gwendolyn36@example.net,4673972384,MI,6505,662,3,56,0,0,2,45591.55,59759.42,1228.06,35989.93,34665.77,Employed,73,Barrister's clerk,6258.47,business,60,5079.61,2,True,3089.44,0,2025-06-19 14:37:33.238452,direct,0.5658940446445945,0,1.4480290755633445,0.9632074860940268,0.323233581661514,0.18833693041802702,161.7759952767421,0.19584232604506757,490.26932891330966,0.08999999999999998,Medium-High Risk
853,Victor Edwards,aprilwagner@example.net,492-944-6330,ND,26644,661,7,12,0,0,2,20000.0,3586.55,293.5,37660.76,43945.83,Employed,3,Quantity surveyor,22398.87,debt_consolidation,24,2445.48,1,True,6490.34,0,2025-07-20 14:37:33.238454,paid_search,0.6993928837654748,0,1.2992709999999998,1.166886435642828,0.1761,0.1982920064,1138.140407164054,0.220730016,1977.6411733927682,0.08999999999999998,Medium-High Risk
854,Donald Miller,rebecca08@example.com,299.559.9274,NC,87974,771,5,32,1,0,0,31578.11,19034.8,2023.91,68457.91,21781.82,Employed,10,Marine scientist,26012.47,home_improvement,12,7211.75,1,True,8971.73,0,2025-08-19 14:37:33.238454,paid_search,0.246634805707349,0,1.4265347102787342,0.3181782791791335,0.7691061941325811,0.1175592082616724,2308.2073348340045,0.03639802065418101,378.7209681305056,0.08299999999999999,Low Risk
855,Lindsay Lawson,beth56@example.org,292.813.2839,TN,30764,785,3,49,0,0,1,47070.35,34421.48,2840.56,22187.81,489.18,Employed,5,"Scientist, forensic",31561.5,debt_consolidation,24,19400.82,6,False,9123.63,0,2025-08-03 14:37:33.238455,paid_search,0.1891145053092582,0,1.4017949728438392,0.0220472412554461,0.72416542473128,0.11452861586965042,1477.6579550692509,0.028821539674126068,363.86040976997197,0.08299999999999999,Low Risk
856,Melissa Abbott,ysparks@example.com,001-784-300-5156x393,WV,31678,665,5,47,1,0,4,116950.08,1632.44,924.9,13927.84,34810.24,Employed,18,Wellsite geologist,6958.78,auto,12,3023.22,1,True,11063.08,0,2025-06-28 14:37:33.238456,direct,0.3028486143819788,0,0.0734605739474483,2.4993279647095314,0.094902029994336,0.15293842295789795,629.0530176567044,0.10734605739474483,298.799038910961,0.09000000000000001,Medium-High Risk
857,Elizabeth Holmes,jasongentry@example.org,303.599.4920,UT,64653,650,4,64,0,0,3,98207.03,9890.14,817.38,42352.95,38904.3,Employed,34,"Pilot, airline",29281.27,other,60,2658.83,3,False,5296.64,0,2025-08-18 14:37:33.238457,organic,0.2768367152180552,0,0.3988656412886124,0.9185735586305088,0.0998763530472309,0.15476370052123561,703.9426142828376,0.111909251303089,1310.7380011614403,0.09000000000000001,Medium-High Risk
859,Steven Blevins,jennifer68@example.net,(856)650-9484,OR,5994,666,2,60,0,0,0,81445.15,58919.08,1059.98,83425.32,3194.35,Employed,42,"Production designer, theatre/television/film",7364.13,debt_consolidation,48,7393.54,3,True,2358.05,0,2025-11-01 14:37:33.238458,organic,0.3776327206889479,0,0.8138386386420801,0.0382899340392101,0.1561757821061168,0.16804283643654655,211.74734761048697,0.1451070910913664,427.43499308746567,0.08999999999999998,Medium-High Risk
861,Vanessa Hatfield,taylor33@example.com,543.547.9756x4327,MS,66222,712,4,8,0,1,1,31137.91,7387.44,2559.13,11565.7,13818.2,Employed,31,Interior and spatial designer,37355.26,home_improvement,60,1740.15,2,True,11556.95,0,2025-07-01 14:37:33.238460,paid_search,0.2133826368201248,0,1.4369204612640991,1.1947569105198994,0.986243456930796,0.1392430455351692,867.7263110440654,0.07310761383792297,1092.3815691580842,0.09000000000000001,Medium-Low Risk
863,Holly Vega,williamscraig@example.com,812-717-0437,MS,9461,792,8,38,1,1,0,98104.7,19260.24,1064.93,45926.64,27296.4,Employed,15,Retail buyer,48082.93,business,12,13889.24,3,True,8707.96,0,2025-09-18 14:37:33.238462,paid_search,0.1219484143295242,0,0.6864418320427054,0.5943478556236642,0.130260425851157,0.11143220916021353,4252.861976498264,0.021080522900533815,405.4453227959058,0.083,Low Risk
864,Tiffany Townsend,dmiller@example.com,9846337241,IA,33021,807,5,30,0,0,0,61246.6,11914.14,2030.92,83688.15,11983.91,Employed,8,Biomedical engineer,18495.08,business,48,7418.34,2,True,4963.95,0,2025-06-18 14:37:33.238463,paid_search,0.0539857402417161,0,0.496504622297401,0.1431972148984056,0.3979166190449756,0.10659161109351376,474.9594480794565,0.008979027733784405,66.42713450342453,0.08299999999999999,Low Risk
866,Antonio Mccormick,nbender@example.org,+1-916-642-0743x75177,MS,48702,676,3,74,1,0,1,60983.79,13609.47,1571.67,44058.82,48874.67,Employed,6,Television/film/video producer,15081.07,auto,12,15961.61,4,False,3641.78,0,2025-07-08 14:37:33.238464,organic,0.3103311986284534,0,0.47046174073471,1.1093050154316435,0.3092631664906363,0.1364683113332248,1351.5810186664332,0.06617077833306194,399.17045599815617,0.09000000000000001,Medium-High Risk
867,Lori Mason,teresa94@example.org,(951)908-1658,AR,46830,717,6,67,1,0,0,31288.13,4538.2,1652.93,81302.19,46248.05,Employed,22,Midwife,42244.89,home_improvement,24,11839.88,7,True,11431.9,0,2025-08-11 14:37:33.238465,direct,0.342479307401655,0,1.4952344547277192,0.5688413805335379,0.6339515976186496,0.1474285168209158,2043.1556147112487,0.09357129205228948,1581.1635759627375,0.08999999999999998,Medium-Low Risk
869,Lisa Ramirez,christopher69@example.net,(327)797-0669x9955,AK,84057,739,9,14,0,0,0,49410.24,20379.49,709.43,12219.16,4007.56,Employed,41,Operational researcher,28670.43,debt_consolidation,60,2817.88,1,True,13872.93,0,2025-07-26 14:37:33.238467,organic,0.1636624238968811,0,0.9927075845007028,0.3279734449831248,0.1722954594027473,0.13391249101400843,658.0969889649074,0.05978122753502108,685.5813997427579,0.08999999999999998,Medium-Low Risk
870,Jorge Harris,robert13@example.net,803-828-9262x4753,MD,99478,820,5,39,0,0,1,102976.12,11317.51,2797.96,16350.42,34439.91,Employed,8,Insurance risk surveyor,22412.68,debt_consolidation,60,13291.32,2,True,12757.34,0,2025-08-11 14:37:33.238467,organic,0.0551909932642325,0,0.3275535143487636,2.106362405369404,0.3260515156329449,0.10618612843443703,483.0538964419071,0.007965321086092582,71.4096770399382,0.08299999999999999,Low Risk
871,Kimberly Myers,joshua88@example.org,(780)328-9461x4554,AL,22446,689,3,63,1,0,1,27165.83,147467.87,2073.69,31806.59,44250.92,Self-Employed,10,"Scientist, clinical (histocompatibility and immunogenetics)",23860.25,other,24,11983.14,3,True,12003.0,0,2025-08-04 14:37:33.238468,direct,0.8,0,6.306750796865032,1.3912500522690423,0.9160139778537963,0.24152151434357055,1263.3302740872239,0.3288037858589264,3138.13621261618,0.08999999999999998,Medium-Low Risk
874,Amy Miller,taylor91@example.org,608.655.4436,TX,36331,656,5,68,0,0,0,51970.97,24663.04,1353.09,64812.81,28517.67,Employed,78,Local government officer,17970.05,business,24,3912.57,2,True,5557.05,0,2025-08-01 14:37:33.238471,organic,0.356654540532304,0,0.8203250776346871,0.4400005184160353,0.3124259562598119,0.16825040248430997,886.9699969238447,0.14562600621077498,1046.7626451631747,0.08999999999999998,Medium-High Risk
876,Patrick Yang,davisemily@example.org,+1-983-384-9169,AR,86953,807,7,173,1,0,0,99432.46,11605.17,2580.81,68426.43,48791.4,Employed,10,"Engineer, communications",19080.31,business,12,17485.56,3,False,7591.3,0,2025-06-11 14:37:33.238472,paid_search,0.0789519801355393,0,0.3086062639906525,0.7130490367537807,0.3114648878243583,0.10692581879197195,1683.6146375301391,0.009814546979929895,74.90583955465047,0.08299999999999999,Low Risk
877,Michael Miles,sarahjohnson@example.com,001-757-362-8948x0633,NC,53156,668,9,31,0,0,3,34294.96,18572.32,1849.11,95882.92,32311.49,Employed,13,Lexicographer,6745.7,debt_consolidation,12,16174.11,1,False,13037.85,1,2025-11-11 14:37:33.238473,organic,0.3272706016382309,0,0.7382431704250421,0.336989007009799,0.6470140218854316,0.16562378145360135,613.8398105622456,0.13905945363400338,375.2213425515587,0.08999999999999998,Medium-High Risk
878,Troy Mills,codyduran@example.org,001-986-826-4778x80936,FM,85033,713,6,17,0,0,3,45615.99,11488.42,850.92,88012.92,13354.11,Employed,15,"Engineer, communications",47689.24,auto,12,6413.49,0,True,4270.92,0,2025-12-04 14:37:33.238474,paid_search,0.1943054482711922,0,1.2973007929894758,0.1517289734279922,0.2238478217835456,0.1375676095158737,4276.423346974191,0.06891902378968427,1314.6783464287853,0.09,Medium-Low Risk
879,Michelle Jackson,smitheric@example.net,(417)272-0023x19390,MP,91545,699,5,156,0,0,1,100656.59,21473.78,1623.66,78561.3,21621.64,Employed,35,"Investment banker, corporate",28731.38,auto,48,4022.6,1,True,4185.32,1,2025-07-16 14:37:33.238474,organic,0.171959349677269,0,0.4987766821824582,0.2752199874492911,0.1935682502258421,0.1279853201861895,767.9211269066539,0.04496330046547374,516.7430686910812,0.09,Medium-Low Risk
880,Richard Adams,coxjavier@example.org,6146501624,TX,47490,771,2,75,0,0,0,46423.64,11413.46,1748.74,32018.25,9707.96,Employed,36,Control and instrumentation engineer,40236.1,debt_consolidation,36,8541.26,0,False,4578.13,0,2025-06-19 14:37:33.238475,affiliate,0.1187177229751881,0,1.1125702336137364,0.3032008307761979,0.4520300433141391,0.11145028093445494,1320.043430318487,0.02112570233613736,340.0063487068226,0.08299999999999999,Low Risk
884,Ian Porter,davidlarson@example.com,001-255-356-4226,MS,82903,762,5,15,1,0,1,66634.71,30853.06,600.55,8905.33,187.01,Employed,0,Microbiologist,48282.53,business,60,18383.68,2,True,4049.58,1,2025-11-12 14:37:33.238478,direct,0.2921803098692863,0,1.1876031275591954,0.0209997832758583,0.1081508421061635,0.11612561876535517,1064.5891506727344,0.03281404691338793,633.7380818068241,0.08299999999999999,Low Risk
886,Kenneth Sharp,cassandra31@example.net,001-405-715-8488,VT,50753,810,2,13,1,0,1,49187.06,7397.93,485.75,55729.21,23034.15,Employed,56,Medical technical officer,18070.56,debt_consolidation,12,15895.3,0,False,9015.85,0,2025-09-23 14:37:33.238480,organic,0.0804789865147621,0,0.5177884183360421,0.413322744033156,0.1185067780021818,0.1067944710458401,1594.4053744651694,0.009486177614600263,68.56821670211637,0.08299999999999999,Low Risk
887,Jordan Williams,utucker@example.com,712.202.7258x11416,CA,37047,735,11,40,0,0,0,74433.46,66557.08,268.82,22144.22,1480.4,Employed,57,Chief Operating Officer,49432.91,debt_consolidation,36,14168.28,1,False,14710.38,0,2025-06-22 14:37:33.238481,affiliate,0.2825154718711689,0,1.5583044238437929,0.0668526595201818,0.0433385738080696,0.14069965308612553,1691.1799868372316,0.07674913271531378,1517.5731880376647,0.09000000000000001,Medium-Low Risk
888,Dana Ruiz,smithadam@example.org,001-965-673-1328x51552,PW,39203,678,5,21,0,0,1,51889.41,3639.27,823.34,54488.78,41510.62,Employed,5,Higher education careers adviser,36838.91,debt_consolidation,12,9255.17,3,False,6813.13,0,2025-10-13 14:37:33.238481,affiliate,0.2283006649340487,0,0.7800855704468407,0.7618195892805822,0.1904064817850116,0.13563323221443452,3300.095206656839,0.06408308053608626,944.3003345566535,0.09000000000000001,Medium-High Risk
889,Chris Velazquez,beannicholas@example.com,+1-828-466-7719x0233,NJ,42034,735,8,5,1,0,0,68012.88,15640.95,921.99,29157.49,22966.6,Employed,28,"Surveyor, planning and development",18131.19,business,60,2731.06,1,True,10372.35,0,2025-08-26 14:37:33.238482,paid_search,0.2470375925018563,0,0.4965550642760606,0.7876741104944217,0.1626733054092107,0.1324483259641409,414.8162713872467,0.05612081491035227,407.01486323777203,0.09,Medium-Low Risk
890,Kristen Sloan,lorithompson@example.com,+1-678-908-9707,KS,54648,766,10,39,0,0,0,22921.52,8936.99,1795.73,77903.43,19313.9,Employed,32,"Accountant, chartered management",5478.57,debt_consolidation,36,1821.78,3,True,5193.97,1,2025-06-11 14:37:33.238483,direct,0.0778523421516567,0,0.6289094265999812,0.247921047892243,0.940110428976787,0.10951563770639992,179.2357141423264,0.016289094265999813,35.69637726915144,0.08299999999999999,Low Risk
891,Jennifer Morris,alyssa43@example.net,(205)829-1775,SD,43400,749,10,73,0,0,1,59061.87,40328.59,936.62,84507.57,1435.83,Employed,20,"Engineer, water",5195.81,debt_consolidation,60,1505.74,1,True,5048.08,0,2025-07-21 14:37:33.238483,organic,0.0818014678269325,0,0.7707917138417729,0.0169905488940221,0.1902994266859481,0.11708316685536709,114.81353615450318,0.01770791713841773,36.80278917878489,0.08999999999999998,Low Risk
892,Nathan Nelson,ewilson@example.com,592.377.6984,NC,20678,730,5,3,0,1,1,78172.16,123171.82,2791.68,35668.71,17581.03,Employed,53,Financial risk analyst,30114.93,home_improvement,60,16684.65,2,False,12431.1,1,2025-07-31 14:37:33.238484,organic,0.3038213500120221,0,1.960886714656471,0.4928978367874812,0.4285433586586323,0.14553064057587767,709.3864698927473,0.08882660143969413,1070.0027537977153,0.09000000000000001,Medium-Low Risk
893,Jake Shaw,jennifer46@example.net,524-809-8604,CO,14861,764,2,128,0,0,0,83401.48,15476.29,326.9,95624.81,793.68,Employed,66,Interior and spatial designer,6413.98,auto,12,8717.6,1,True,6495.47,0,2025-10-03 14:37:33.238485,paid_search,0.0567949748040485,0,0.262468603674659,0.0082999380600076,0.0470351365467375,0.10804987441469864,566.2949157895333,0.012624686036746591,32.38979349838876,0.083,Low Risk
894,Cassie Brock,wilsontiffany@example.org,(889)695-7041x18535,FM,76364,770,7,63,0,0,1,53909.25,112823.55,1392.24,42241.24,7173.93,Employed,30,"Engineer, energy",21349.44,business,36,8358.2,2,True,10243.07,0,2025-09-14 14:37:33.238486,direct,0.1841844991974895,0,2.4888676804073517,0.16983237234513,0.309907483409619,0.11695547072162941,706.0064425785081,0.034888676804073517,297.9414848431837,0.083,Low Risk
895,Dr. Andrea Marshall,esmith@example.org,(531)664-2196,NY,76082,782,7,43,0,0,1,70233.94,13324.58,685.1,93346.04,25191.94,Employed,0,Learning mentor,30289.1,debt_consolidation,24,2814.29,0,False,9285.46,0,2025-10-21 14:37:33.238486,paid_search,0.1425863511212861,0,0.6209772654075792,0.2698769010447577,0.1170545180862699,0.11078069087395638,1412.807564912043,0.019451727184890952,235.6701239503522,0.08299999999999999,Low Risk
896,Ryan Murphy,rebeccaanthony@example.org,(510)387-5986x0786,TN,94617,738,10,30,0,0,0,44272.45,11902.63,324.49,59236.64,21380.02,Employed,104,Administrator,10663.98,auto,48,7219.62,2,True,6883.85,1,2025-11-12 14:37:33.238487,direct,0.1370609181594408,0,0.5097212826486901,0.3609256028025898,0.0879526658226504,0.1281166553917843,285.0920691005501,0.0452916384794607,193.19565076487973,0.09000000000000001,Medium-Low Risk
897,Aimee Gonzalez,hansondiane@example.net,(440)657-9268,TX,72129,689,3,29,0,0,1,121413.79,11214.73,1268.92,20272.6,3463.21,Employed,9,"Geneticist, molecular",5964.75,home_improvement,36,18323.22,2,True,5189.95,0,2025-09-01 14:37:33.238488,direct,0.1144865044241422,0,0.1414952947272299,0.1708320590353482,0.1254144195646969,0.12643753224407211,199.9540329448619,0.04109383061018027,98.04577045282912,0.09,Medium-Low Risk
898,Elizabeth Dean,callahanamy@example.net,737.951.6061x40351,UT,9431,708,7,24,0,0,0,50494.77,74793.88,2083.92,45765.11,2056.23,Employed,25,Animal technologist,27658.88,debt_consolidation,48,16892.31,1,True,2029.66,0,2025-09-27 14:37:33.238488,direct,0.3363968580992112,0,2.028977654517488,0.0449300788307949,0.495240200123696,0.14634773185420985,764.6563797754961,0.09086932963552463,1005.337553627768,0.08999999999999998,Medium-Low Risk
899,Kevin Snyder,justinreeves@example.net,600.597.4652,AS,87867,772,6,7,0,0,0,113281.23,71287.19,2734.59,37249.86,32315.12,Employed,19,Higher education careers adviser,5126.09,other,24,1728.52,1,False,8179.71,0,2025-11-29 14:37:33.238489,affiliate,0.1000674992002716,0,0.6745449356437956,0.8675232604901065,0.289677998729357,0.10969817974257517,238.84414915832645,0.016745449356437955,34.33547219661722,0.08299999999999999,Low Risk
900,Christie Mccullough,whitejamie@example.org,683-711-4506x4533,AS,27930,650,2,4,1,0,1,56669.1,15883.19,291.81,80594.77,9317.61,Employed,13,Operations geologist,10732.68,debt_consolidation,60,19996.01,3,True,10151.44,0,2025-08-19 14:37:33.238490,direct,0.4697587455977912,0,0.4696716552759793,0.1156106035168287,0.0617924053849452,0.16878686621103917,266.03515469340886,0.14696716552759795,630.940623245896,0.08999999999999998,Medium-High Risk
902,David Reed,michelle32@example.com,001-485-522-8248x743,GU,86866,676,3,65,0,0,0,53279.4,12701.59,623.49,84545.11,28990.03,Employed,45,Counselling psychologist,15488.08,auto,60,16149.89,2,True,8264.27,0,2025-07-13 14:37:33.238491,paid_search,0.1295466717810936,0,0.5290913561338904,0.3428942253431333,0.1404272570637056,0.1283490962736067,351.0938799880838,0.045872740684016707,284.1922710133222,0.09,Medium-High Risk
904,Matthew Sweeney,jacob76@example.org,001-200-306-7947x19912,GU,38846,776,2,100,0,0,1,52222.37,13505.37,2013.73,9694.88,36891.42,Employed,72,Building services engineer,30885.38,debt_consolidation,24,6465.73,1,True,11785.18,0,2025-06-13 14:37:33.238493,organic,0.1028119930985867,0,0.8500332328846814,3.805247718383312,0.4627281373863346,0.11040013293153872,1440.0746226264666,0.018500332328846816,228.55591764108758,0.08299999999999999,Low Risk
905,Ashley Moreno,dylan02@example.org,816-628-2055,WV,13062,711,9,28,1,0,3,35801.61,55412.6,984.36,91676.48,38863.55,Employed,43,Wellsite geologist,33582.33,auto,24,9570.05,4,False,8312.83,0,2025-10-13 14:37:33.238493,affiliate,0.4658394534401839,0,2.485780108771644,0.4239206173709985,0.3299382346212922,0.16228670163157466,1647.9669262424122,0.13071675407893665,1755.909268803079,0.08999999999999998,Medium-Low Risk
907,Michelle Davis DVM,jessica28@example.net,992-721-0561x2199,ID,96326,618,8,33,0,0,1,97911.77,35008.27,1703.24,40619.04,36090.79,Employed,29,Writer,46911.41,other,60,9826.15,5,True,9229.75,1,2025-07-09 14:37:33.238495,affiliate,0.6596211907149486,0,0.8366683596875022,0.8885190294994663,0.2087479370457709,0.2502001015812501,1377.4623483512003,0.27550025395312533,5169.642147319674,0.11999999999999995,High Risk
908,Kelly Haynes,garyhughes@example.net,(754)670-7883,SD,45665,744,3,41,1,0,1,122489.06,2477.12,1949.63,52831.53,47632.78,Employed,22,Paramedic,6356.93,debt_consolidation,12,1019.9,0,True,10544.14,0,2025-06-24 14:37:33.238495,paid_search,0.0704562118706191,0,0.0721211347364409,0.9015975876526764,0.1910012208437227,0.11536060567368221,563.4267823501193,0.013401514184205512,34.07699502520062,0.09000000000000001,Low Risk
910,Casey Wilkins,hwagner@example.com,001-290-770-1943,MT,23037,829,3,43,0,0,1,86005.66,73637.64,1445.17,68733.76,39870.78,Employed,36,Health visitor,11171.61,auto,60,15256.12,5,True,4691.79,0,2025-09-18 14:37:33.238497,organic,0.0678417726970935,0,0.9860891713405838,0.5800756425954291,0.2016383572895086,0.10697217834268116,241.21436220986374,0.009930445856702918,44.37562729488035,0.08299999999999999,Low Risk
911,Keith Graham,vnorton@example.net,+1-884-371-6344x1513,RI,55629,681,10,7,0,0,0,127993.08,27838.36,204.44,35332.54,20831.31,Employed,14,Print production planner,47929.03,other,48,8703.94,1,True,13061.65,0,2025-08-29 14:37:33.238498,paid_search,0.1541113958483619,0,0.5919647374686194,0.5895786150670176,0.0191672862314118,0.12910357684962342,1283.684434112659,0.04775894212405858,915.615907932907,0.08999999999999998,Medium-Low Risk
914,Emily Nelson,wbaxter@example.org,001-855-429-9100,ND,73518,794,2,73,0,2,0,30001.45,10050.78,1290.61,7068.01,20681.09,Self-Employed,32,Research scientist (physical sciences),16563.06,auto,36,539.02,4,True,6707.06,1,2025-08-26 14:37:33.238500,affiliate,0.0836712348265993,0,0.8870851242189962,2.9260131210906604,0.5162190494126117,0.11054834049687598,542.6835367424751,0.018870851242189964,125.02361655018677,0.08299999999999999,Low Risk
915,Dale Chan,xramos@example.org,+1-916-496-7083x238,ND,49165,694,2,30,0,0,0,58463.74,19977.21,1863.54,24360.34,2475.43,Employed,60,Chartered accountant,40801.07,auto,24,13992.24,5,True,8609.69,0,2025-06-09 14:37:33.238500,affiliate,0.1929608996678932,0,1.0395893249388424,0.1016172188072908,0.3825017010543629,0.1344750718992661,1948.3445653338135,0.06118767974816527,998.6091218169894,0.09,Medium-Low Risk
916,Brittney Martin,georgemendez@example.com,(808)634-0017x047,GA,40603,716,5,65,0,0,0,20179.43,104467.51,2298.17,64087.68,4773.3,Employed,13,"Administrator, local government",22185.87,other,48,17834.55,2,True,4848.33,0,2025-11-27 14:37:33.238501,organic,0.5947078619994303,0,6.276360630602548,0.0744807738398394,1.3666411786656016,0.19731632756723055,671.9558926537579,0.21829081891807645,1937.1886922839938,0.08999999999999997,Medium-Low Risk
918,Christine Parker,daniellejohnson@example.net,(812)444-3374x95688,OK,15189,711,6,1,0,0,4,20000.0,10698.29,968.37,87385.14,9714.13,Employed,38,Water quality scientist,41400.08,debt_consolidation,60,12894.59,0,False,3911.16,1,2025-07-06 14:37:33.238502,organic,0.288630344108177,0,2.6049185,0.1111645526916818,0.581022,0.15325902200000002,992.0014867230406,0.108147555,1790.9269715217604,0.09000000000000001,Medium-Low Risk
919,Bryan Moore,wardjames@example.net,934.870.7246x2599,NC,75076,673,4,42,0,0,1,59587.58,54532.24,622.17,43170.01,17539.25,Employed,74,Electrical engineer,21848.28,debt_consolidation,48,1032.16,1,False,11608.45,0,2025-06-30 14:37:33.238503,paid_search,0.2429641987886552,0,1.2818194664055829,0.4062832044745877,0.1252952376988627,0.137381833596867,594.1710219512695,0.06845458399216749,598.2459673377572,0.09000000000000001,Medium-High Risk
921,Russell Murphy,umorris@example.org,423-939-1998x62770,KY,56471,764,8,66,0,0,0,84617.03,81253.73,647.84,74693.68,23756.9,Employed,122,"Designer, interior/spatial",23776.3,auto,12,8498.88,1,True,3571.31,0,2025-10-26 14:37:33.238505,affiliate,0.0908389441205705,0,1.2412398544359216,0.3180576991252808,0.0918737043831484,0.11196495941774369,2103.5686855297395,0.022412398544359214,213.15356460409922,0.083,Low Risk
923,Megan Green,chickman@example.org,906.655.3351,MP,6969,707,3,1,0,0,0,135997.33,11035.9,364.91,61885.27,47568.52,Employed,51,Architectural technologist,37524.33,debt_consolidation,48,936.09,4,True,13458.85,0,2025-11-15 14:37:33.238506,organic,0.1352817676659688,0,0.3570675247815527,0.7686565801522721,0.032198573310226,0.12628481029737865,999.7783253737207,0.04071202574344658,611.076595586234,0.09000000000000001,Medium-Low Risk
925,Danielle Murray,dbishop@example.net,443-695-1617,CT,76521,771,3,171,0,0,1,44493.52,17375.36,1886.3,10567.2,6933.34,Employed,36,Town planner,35340.7,business,60,18217.66,2,True,5520.83,0,2025-09-21 14:37:33.238507,organic,0.1011788646802816,0,1.18480309042755,0.6561189340601105,0.5087392501200175,0.1117392123617102,771.4613152479433,0.0218480309042755,308.8498823114916,0.08299999999999999,Low Risk
926,Brenda Smith,hansenjessica@example.org,001-805-339-4772x31333,NY,56759,608,3,30,0,0,1,65793.93,1536.98,2981.85,44710.32,31472.71,Employed,24,Information systems manager,19915.84,debt_consolidation,12,13394.62,1,True,13611.44,0,2025-07-25 14:37:33.238508,affiliate,0.4533316166486814,0,0.326060777947145,0.7039249551334009,0.543852601600178,0.21956364667682868,1863.592471432369,0.19890911669207173,1584.5768570322518,0.11999999999999998,High Risk
927,Vickie Anderson,qlong@example.com,734-956-4867x1153,VA,32908,666,4,56,0,0,1,73010.54,4660.08,2776.46,83832.41,43163.05,Employed,49,Commercial horticulturist,5860.01,debt_consolidation,48,876.01,9,True,10898.61,0,2025-09-06 14:37:33.238509,direct,0.2121327474554726,0,0.1440900176878571,0.5148730663952045,0.4563384957843074,0.14661088056601146,162.08350299239976,0.09152720141502858,214.5401262256327,0.09000000000000001,Medium-High Risk
928,Jacqueline Mccoy,morganwilliam@example.com,803.434.1604,KS,28967,722,4,47,0,1,3,67528.31,52607.54,1921.84,46282.58,23155.82,Employed,7,Sports therapist,15478.11,business,12,11667.89,2,False,4588.39,0,2025-09-29 14:37:33.238510,paid_search,0.2061716583630886,0,1.008253427340326,0.5003139410119315,0.3415172095969823,0.1389188493537007,1388.9476315023287,0.07229712338425172,447.6091313700082,0.09,Medium-Low Risk
